Site,Reporting period,Males tested,Females non-pregnant,Females pregnant,Children below 12 mths (Age group A),Children 12 mths - 14 yrs (Age group B),Young adults 15-24 years (Age group C),Older adults 25+ yrs (Age group D),PITC,Family Referral Slip (FRS),"Other (VCT, etc_) HTC access",Never tested before,Last negative,Last positive,Last exposed infant,Last inconclusive,Counseled with partner / partner present,Counseled alone / Partner not present,Single test negative,Single test positive,Test 1&2 negative,Test 1&2 positive,Test 1&2 discordant,New negative,New positive,New exposed infants,New inconclusive,Confirmatory positive,Confirmatory inconclusive
St Lukes Mission Hospital,201705,263,350,218,10,87,281,453,587,0,244,155,617,57,0,2,155,676,725,0,1,103,2,726,46,0,0,57,2
St Lukes Mission Hospital,201706,390,456,255,16,173,400,512,798,4,299,283,758,60,0,0,138,963,988,0,1,110,2,989,50,0,2,60,0
Cobbe Barracks Hospital,201704,60,62,4,0,12,39,75,74,0,52,20,89,17,0,0,6,120,96,0,0,29,1,95,12,0,2,17,0
Cobbe Barracks Hospital,201705,74,83,15,1,20,59,92,93,1,78,31,128,13,0,0,10,162,149,0,0,22,1,149,9,0,1,13,0
Cobbe Barracks Hospital,201706,81,55,7,1,5,46,91,69,1,73,22,112,9,0,0,28,115,127,0,0,16,0,127,7,0,0,9,0
Chancellor College Clinic,201704,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,1,0,0,1,0
Chancellor College Clinic,201705,15,14,0,0,0,8,21,1,1,27,11,18,0,0,0,2,27,29,0,0,0,0,29,0,0,0,0,0
Chancellor College Clinic,201706,3,8,0,0,0,2,9,6,0,5,4,7,0,0,0,0,11,3,0,0,8,0,3,4,0,0,4,0
Ahi Private Clinic,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahi Private Clinic,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ahi Private Clinic,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police College Hospital Zomba,201704,76,100,33,0,18,97,94,123,0,86,19,173,16,0,1,38,171,177,0,0,31,1,177,15,0,1,16,0
Police College Hospital Zomba,201705,124,118,27,0,19,130,120,135,0,134,31,222,16,0,0,32,237,230,0,0,38,1,230,19,0,0,19,1
Police College Hospital Zomba,201706,136,143,47,0,13,152,161,171,1,154,50,249,27,0,0,50,276,274,0,0,52,0,274,26,0,0,26,0
Blm Zomba,201704,116,61,4,0,3,74,104,0,0,181,13,160,8,0,0,26,155,165,0,1,15,0,166,7,0,0,8,0
Blm Zomba,201705,246,144,4,0,4,128,262,0,0,394,18,358,18,0,0,128,266,358,0,0,36,0,358,18,0,0,18,0
Blm Zomba,201706,213,146,3,0,2,113,247,0,0,362,20,323,19,0,0,35,327,322,0,0,38,2,322,19,0,2,19,0
Likangala Health Centre,201704,259,246,135,0,52,241,347,595,0,45,191,369,80,0,0,174,466,509,0,2,129,0,507,53,0,0,80,0
Likangala Health Centre,201705,253,218,114,0,53,256,276,512,3,70,166,364,55,0,0,228,357,487,0,0,97,1,487,42,0,1,55,0
Likangala Health Centre,201706,709,952,103,0,648,476,640,1337,0,427,930,716,118,0,0,207,1557,1581,0,1,182,0,1582,64,0,0,118,0
Domasi Rural Hospital,201704,218,340,35,2,53,200,338,269,3,321,145,398,41,7,2,57,536,505,0,11,75,2,515,33,1,3,41,0
Domasi Rural Hospital,201705,250,341,83,1,38,282,353,314,1,359,195,430,42,5,2,62,612,584,0,7,80,3,590,38,0,3,42,1
Domasi Rural Hospital,201706,334,340,85,1,56,301,401,324,2,433,164,552,43,0,0,83,676,668,0,3,85,3,668,45,0,3,43,0
Zomba Central Prison Clinic,201704,768,27,0,0,6,304,485,578,0,217,137,640,18,0,0,0,795,760,0,0,34,1,760,12,0,1,22,0
Zomba Central Prison Clinic,201705,1684,81,1,0,5,253,1508,1762,0,4,85,1657,23,0,1,0,1766,1709,0,0,53,4,1709,14,0,4,39,0
Zomba Central Prison Clinic,201706,301,22,0,0,0,44,279,319,0,4,37,274,12,0,0,0,323,304,0,0,19,0,304,6,0,0,13,0
Matawale Health Centre,201704,188,185,214,0,59,237,291,409,0,178,99,431,55,0,2,93,494,484,0,4,98,1,488,43,0,1,55,0
Matawale Health Centre,201705,254,222,255,0,50,297,384,473,0,258,111,562,56,0,2,61,670,622,0,0,107,2,622,51,0,2,56,0
Matawale Health Centre,201706,404,357,220,1,70,480,430,504,0,477,234,667,80,0,0,69,912,853,0,0,127,1,853,57,0,1,70,0
Bimbi Health Centre,201704,106,165,99,14,42,134,180,168,70,132,122,234,12,2,0,23,347,349,0,0,20,1,349,9,0,1,11,0
Bimbi Health Centre,201705,172,109,150,0,70,215,146,245,25,161,152,242,34,2,1,64,367,368,0,0,62,1,368,28,0,1,34,0
Bimbi Health Centre,201706,165,233,97,0,49,251,195,268,35,192,89,363,43,0,0,106,389,443,0,0,49,3,443,23,0,0,26,3
Chilipa Health Centre Zomba,201704,210,84,50,0,92,110,142,262,2,80,167,164,13,0,0,103,241,320,0,0,22,2,320,9,0,2,13,0
Chilipa Health Centre Zomba,201705,83,65,50,0,30,69,99,130,0,68,39,148,10,0,1,94,104,179,0,0,19,0,179,8,0,0,11,0
Chilipa Health Centre Zomba,201706,607,441,40,0,233,478,377,610,0,478,411,665,12,0,0,141,947,1067,0,0,19,2,1067,7,0,2,12,0
Matiya Health Centre,201704,173,163,102,0,65,164,209,248,3,187,101,304,32,0,1,128,310,377,0,1,59,1,378,27,0,1,32,0
Matiya Health Centre,201705,229,164,150,0,60,217,266,346,0,197,110,396,37,0,0,257,286,469,0,1,70,3,472,32,0,2,37,0
Matiya Health Centre,201706,300,215,177,0,75,277,340,432,6,254,174,475,42,0,1,349,343,608,0,2,81,1,609,40,0,1,42,0
Mayaka Health Centre,201704,129,112,145,0,23,172,191,255,4,127,71,294,21,0,0,140,246,348,0,0,37,1,348,16,0,1,21,0
Mayaka Health Centre,201705,154,138,183,1,43,192,239,311,7,157,90,363,22,0,0,162,313,429,0,0,46,0,428,21,1,1,24,0
Mayaka Health Centre,201706,93,70,164,0,19,174,134,271,0,56,54,262,11,0,0,88,239,307,0,0,20,0,307,9,0,0,11,0
Nasawa Health Centre,201704,145,175,60,0,28,157,195,151,1,228,56,300,23,0,1,115,265,329,0,0,48,3,329,28,0,2,20,1
Nasawa Health Centre,201705,192,279,52,0,29,190,304,162,5,356,67,437,18,0,1,126,397,476,0,0,43,4,476,20,0,4,23,0
Nasawa Health Centre,201706,193,487,52,0,45,313,374,489,8,235,78,628,22,0,4,109,623,668,0,0,59,5,668,30,0,6,28,0
Ngwelero Health Centre,201704,125,205,71,0,45,173,183,328,0,73,85,294,18,4,0,102,299,354,0,0,47,0,350,25,4,0,22,0
Ngwelero Health Centre,201705,420,609,114,0,262,308,573,991,0,152,334,774,35,0,0,230,913,1070,0,0,72,1,1070,34,0,1,38,0
Ngwelero Health Centre,201706,221,333,171,0,32,266,427,611,10,104,132,572,21,0,0,266,459,670,0,0,55,0,670,27,0,0,28,0
Nkasala Health Centre,201704,78,58,57,2,23,62,106,117,1,75,37,140,15,1,0,99,94,164,0,0,25,4,164,10,0,4,15,0
Nkasala Health Centre,201705,96,106,80,0,19,111,152,205,1,76,57,213,12,0,0,109,173,257,0,0,23,2,257,11,0,2,12,0
Nkasala Health Centre,201706,336,465,81,1,162,354,365,451,0,431,297,567,17,0,1,97,785,849,0,0,32,1,849,12,0,1,20,0
Pirimiti Health Centre,201704,324,77,459,0,114,328,418,663,5,192,157,649,52,0,2,396,464,744,0,7,108,1,751,48,0,1,60,0
Pirimiti Health Centre,201705,320,294,284,0,130,301,467,670,4,224,184,647,67,0,0,343,555,772,0,2,121,3,773,55,0,3,67,0
Pirimiti Health Centre,201706,491,304,307,3,98,514,487,587,13,502,262,775,63,0,2,406,696,978,0,1,114,9,982,52,0,7,60,1
Thondwe Health Centre,201704,124,174,2,0,12,97,191,189,1,110,48,224,28,0,0,20,280,248,0,0,51,1,248,23,0,1,28,0
Thondwe Health Centre,201705,110,167,4,0,22,83,176,171,4,106,49,202,29,0,1,28,253,229,0,0,50,2,229,21,0,1,29,1
Thondwe Health Centre,201706,147,217,2,0,20,111,235,191,12,163,73,269,24,0,0,42,324,323,0,0,42,1,323,18,0,1,24,0
Namasalima Health Centre Zomba,201704,155,181,77,0,27,154,232,277,0,136,75,308,30,0,0,104,309,356,0,0,57,0,356,26,0,0,31,0
Namasalima Health Centre Zomba,201705,168,205,100,1,13,238,221,389,0,84,327,104,42,0,0,115,358,398,0,0,75,0,398,33,0,0,42,0
Namasalima Health Centre Zomba,201706,158,204,93,0,18,178,259,250,2,203,108,320,27,0,0,160,295,401,0,3,50,1,404,23,0,1,27,0
Namikango Health Centre,201704,158,119,143,0,29,230,161,258,3,159,80,323,17,0,0,92,328,388,0,0,32,0,388,15,0,0,17,0
Namikango Health Centre,201705,118,153,131,0,38,186,178,249,2,151,80,310,12,0,0,60,342,378,0,0,23,1,377,11,0,1,13,0
Namikango Health Centre,201706,187,201,132,0,24,273,223,291,18,211,110,395,14,0,1,94,426,495,0,0,22,3,495,10,0,3,12,0
Lambulira Health Centre,201704,119,92,92,0,32,136,135,193,6,104,56,228,19,0,0,98,205,261,0,2,36,4,263,17,0,4,19,0
Lambulira Health Centre,201705,143,132,122,0,33,162,202,254,3,140,93,288,16,0,0,149,248,363,0,1,32,1,364,16,0,1,16,0
Lambulira Health Centre,201706,97,90,46,0,27,72,134,131,2,100,40,179,14,0,0,77,156,198,0,2,30,3,200,14,0,3,16,0
Chingale Health Centre,201704,102,110,49,0,19,103,139,131,0,130,101,148,10,0,2,95,166,238,0,2,20,1,238,9,0,3,11,0
Chingale Health Centre,201705,130,117,77,0,16,145,163,162,0,162,110,196,14,0,4,132,192,295,0,0,25,4,295,8,2,2,17,0
Chingale Health Centre,201706,215,324,55,2,105,259,228,306,0,288,246,335,13,0,0,110,484,570,0,0,22,2,570,11,0,2,11,0
Magomero Health Centre,201704,142,168,70,2,60,140,178,282,1,97,173,192,15,0,0,201,179,351,0,1,28,0,352,13,0,0,15,0
Magomero Health Centre,201705,126,151,91,0,31,164,173,244,0,124,106,245,17,0,0,118,250,332,0,1,34,1,333,17,0,1,17,0
Magomero Health Centre,201706,154,213,95,3,37,207,215,317,0,145,161,287,14,0,0,144,318,437,0,0,25,0,437,11,0,0,14,0
Makwapala Health Centre,201704,243,296,94,1,84,240,308,318,9,306,164,436,31,2,0,151,482,575,0,0,57,1,576,24,0,1,31,1
Makwapala Health Centre,201705,153,149,81,1,60,158,164,274,0,109,97,266,18,1,1,146,237,351,0,0,31,1,347,15,0,2,19,0
Makwapala Health Centre,201706,302,389,97,2,185,275,326,503,4,281,254,501,32,0,1,126,662,729,0,0,58,1,729,28,0,1,30,0
City Clinic Zomba,201704,423,304,102,0,27,366,436,359,0,470,149,618,59,0,3,71,758,712,0,0,113,4,712,54,0,4,59,0
City Clinic Zomba,201705,323,309,133,0,29,331,405,350,5,410,116,569,79,0,1,84,681,615,0,0,148,2,615,64,0,2,84,0
City Clinic Zomba,201706,155,186,85,0,28,185,213,218,1,207,78,320,26,0,2,18,408,375,0,0,48,3,375,19,0,3,29,0
Changalume Barracks Clinic,201704,8,21,8,0,3,9,25,22,0,15,7,24,6,0,0,2,35,27,0,0,10,0,27,5,0,0,5,0
Changalume Barracks Clinic,201705,267,262,2,0,140,218,173,14,0,517,312,210,8,0,1,97,434,505,0,0,22,4,503,10,0,0,15,3
Changalume Barracks Clinic,201706,100,43,3,0,1,69,76,25,1,120,86,59,1,0,0,0,146,140,0,0,6,0,140,4,0,0,2,0
Naisi Health Centre,201704,106,170,110,0,34,186,166,175,0,211,70,289,25,0,2,21,365,339,0,0,44,3,338,18,1,1,26,2
Naisi Health Centre,201705,154,256,110,1,30,251,238,280,1,239,78,401,40,0,1,69,451,455,0,1,64,0,455,23,0,1,41,0
Naisi Health Centre,201706,296,372,64,0,46,403,283,198,7,527,296,409,27,0,0,107,625,679,0,0,51,2,679,24,0,2,27,0
Machinjiri Health Centre,201704,102,153,44,0,35,113,151,176,0,123,73,221,2,1,2,23,276,291,0,0,6,2,291,4,0,2,2,0
Machinjiri Health Centre,201705,91,91,62,0,15,95,134,127,1,116,31,200,11,1,1,51,193,228,0,0,15,1,228,4,0,1,11,0
Machinjiri Health Centre,201706,129,140,56,1,66,123,135,203,8,114,91,226,8,0,0,53,272,311,0,0,14,0,311,6,0,0,8,0
H. Parker Sharp Health Centre (domasi Ccap),201704,10,6,12,0,6,16,6,26,0,2,10,17,0,1,0,8,20,28,0,0,0,0,28,0,0,0,0,0
H. Parker Sharp Health Centre (domasi Ccap),201705,19,24,23,0,2,31,33,55,0,11,14,49,2,1,0,15,51,62,0,0,4,0,62,2,0,0,2,0
H. Parker Sharp Health Centre (domasi Ccap),201706,6,15,7,0,2,12,14,23,0,5,9,15,4,0,0,10,18,20,0,0,8,0,20,4,0,0,4,0
Chamba Health Centre,201704,101,161,30,0,26,123,143,285,3,4,97,182,13,0,0,63,229,267,0,0,24,1,267,11,0,0,13,1
Chamba Health Centre,201705,97,155,29,0,36,109,136,259,0,22,83,188,10,0,0,66,215,263,0,0,18,0,263,8,0,0,10,0
Chamba Health Centre,201706,282,389,64,0,95,295,345,690,3,42,249,465,21,0,0,105,630,693,0,0,42,0,693,21,0,0,21,0
Mmambo Health Centre,201704,66,69,23,4,33,49,72,76,0,82,35,119,4,0,0,38,120,152,0,0,6,0,150,2,0,0,6,0
Mmambo Health Centre,201705,60,101,30,0,15,70,106,100,0,91,29,160,2,0,0,45,146,185,0,0,6,0,185,3,0,0,3,0
Mmambo Health Centre,201706,97,179,27,0,27,116,160,124,1,178,60,235,8,0,0,47,256,287,0,0,16,0,287,8,0,0,8,0
Zomba Mental Hospital,201704,27,7,0,0,0,14,20,23,0,11,15,16,3,0,0,0,34,30,0,1,3,0,30,1,0,0,3,0
Zomba Mental Hospital,201705,13,21,3,0,0,12,25,24,0,13,17,15,5,0,0,1,36,30,0,1,6,0,31,2,0,0,4,0
Zomba Mental Hospital,201706,35,27,2,0,0,28,36,58,0,6,41,19,4,0,0,2,62,56,0,0,8,0,56,4,0,0,4,0
Masm Medi Clinic Zomba,201704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masm Medi Clinic Zomba,201705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masm Medi Clinic Zomba,201706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zilindo Health Centre,201704,16,11,22,0,6,21,22,34,0,15,8,38,3,0,0,7,42,44,0,0,5,0,44,2,0,0,3,0
Zilindo Health Centre,201705,23,25,16,0,8,27,29,27,0,37,13,48,3,0,0,13,51,57,0,0,7,0,56,4,0,1,3,0
Zilindo Health Centre,201706,20,22,16,0,2,20,36,32,0,26,3,47,8,0,0,24,34,44,0,0,14,0,44,6,0,0,8,0
Maera Health Centre,201704,35,51,24,0,1,42,67,58,0,52,10,94,6,0,0,35,75,100,0,0,10,0,100,5,0,0,5,0
Maera Health Centre,201705,61,111,27,0,18,73,108,88,0,111,24,159,9,6,1,49,150,183,0,1,15,0,183,7,1,0,8,0
Maera Health Centre,201706,46,55,18,0,6,51,62,45,0,74,18,89,11,0,1,41,78,95,0,0,21,3,95,10,0,2,11,1
Mwandama Health Centre,201704,26,117,10,2,9,62,80,95,0,58,21,131,1,0,0,16,137,150,0,0,2,1,150,1,0,1,1,0
Mwandama Health Centre,201705,45,188,12,0,8,91,146,152,1,92,10,227,7,1,0,29,216,228,0,0,15,2,228,7,0,2,8,0
Mwandama Health Centre,201706,45,241,8,1,5,124,164,184,0,110,19,268,6,0,1,24,270,281,0,0,12,1,281,6,0,1,6,0
Sadzi Health Centre,201704,126,185,91,0,26,174,202,255,8,139,52,311,37,0,2,43,359,333,0,0,68,1,333,31,0,1,37,0
Sadzi Health Centre,201705,127,240,97,0,13,207,244,278,5,181,62,384,16,0,2,46,418,430,0,1,31,2,431,15,0,2,16,0
Sadzi Health Centre,201706,168,252,87,0,30,226,251,329,2,176,77,392,37,0,1,50,457,441,0,1,63,2,442,26,0,2,37,0
Namadidi Health Centre,201704,50,55,31,0,12,51,73,64,0,72,35,98,3,0,0,56,80,131,0,0,4,1,131,1,0,1,3,0
Namadidi Health Centre,201705,73,57,40,0,9,63,98,109,0,61,65,88,17,0,0,70,100,142,0,0,28,0,142,11,2,0,15,0
Namadidi Health Centre,201706,42,52,29,0,9,40,74,57,0,66,23,92,7,1,0,36,87,112,0,0,11,0,112,6,0,0,5,0
Mulanje District Hospital,201704,521,722,334,4,230,563,780,960,12,605,358,1070,140,1,8,220,1357,1309,0,2,250,16,1311,109,1,16,140,0
Mulanje District Hospital,201705,608,936,444,29,241,773,945,1272,15,701,453,1367,163,0,5,203,1785,1690,0,3,287,8,1693,123,1,8,163,0
Mulanje District Hospital,201706,602,939,386,19,214,748,946,1391,11,525,385,1392,146,0,4,196,1731,1642,0,3,273,9,1645,127,0,9,146,0
Mulanje Mission Hospital,201704,331,673,300,16,121,507,660,907,2,395,218,996,90,0,0,209,1095,1154,0,6,138,6,1160,48,0,6,90,0
Mulanje Mission Hospital,201705,507,673,354,18,193,565,758,1081,7,446,340,1090,101,0,3,265,1269,1340,0,4,182,8,1344,81,0,8,101,0
Mulanje Mission Hospital,201706,674,555,321,7,223,612,708,1227,8,315,456,1002,89,0,3,469,1081,1384,0,6,154,6,1390,65,0,6,89,0
Lujeri Health Centre,201704,376,644,44,0,356,273,435,1037,8,19,422,622,20,0,0,28,1036,1023,0,0,38,3,1023,18,0,3,20,0
Lujeri Health Centre,201705,87,168,31,0,58,91,137,253,6,27,81,189,15,0,1,13,273,257,0,0,28,1,257,13,0,1,15,0
Lujeri Health Centre,201706,126,206,47,0,62,132,185,310,7,62,76,287,15,0,1,24,355,349,0,0,30,0,349,15,0,0,15,0
Mbiza Health Centre,201704,120,197,118,0,45,180,210,286,4,145,60,340,35,0,0,41,394,364,0,0,69,2,364,34,0,2,35,0
Mbiza Health Centre,201705,114,218,160,0,55,230,207,320,6,166,79,392,20,0,1,33,459,454,0,0,37,1,454,17,0,0,20,1
Mbiza Health Centre,201706,87,156,108,0,27,160,164,235,2,114,51,285,15,0,0,38,313,322,0,2,26,1,324,11,0,1,15,0
Namasalima Health Centre Mulanje,201704,186,232,27,5,77,126,237,202,1,242,126,260,58,0,1,74,371,326,0,2,113,4,328,52,0,4,61,0
Namasalima Health Centre Mulanje,201705,149,241,21,0,70,138,203,170,2,239,114,247,50,0,0,48,363,311,0,1,97,2,308,46,5,1,50,1
Namasalima Health Centre Mulanje,201706,207,223,36,2,72,157,235,154,1,311,130,276,52,7,1,97,369,360,0,0,103,3,358,52,1,3,52,0
Namphungo Health Centre,201704,168,306,156,0,45,337,248,349,6,275,126,485,18,0,1,22,608,592,0,0,36,2,592,18,0,1,18,1
Namphungo Health Centre,201705,147,317,119,0,59,288,236,325,10,248,125,430,27,0,1,32,551,528,0,0,53,2,528,26,0,2,27,0
Namphungo Health Centre,201706,112,228,128,0,48,242,178,279,8,181,153,296,19,0,0,40,428,430,0,0,36,2,430,17,0,2,19,0
Milonde Health Centre,201704,122,208,79,1,67,136,205,174,0,235,113,271,25,0,0,40,369,361,0,0,45,3,361,20,0,3,25,0
Milonde Health Centre,201705,140,258,72,2,65,153,250,109,0,361,109,332,28,1,0,68,402,416,0,0,51,3,416,20,0,3,31,0
Milonde Health Centre,201706,146,211,76,1,72,127,233,111,1,321,102,290,36,4,1,42,391,362,0,0,64,7,362,28,0,7,36,0
Mulomba Health Centre,201704,102,252,129,1,41,205,236,300,1,182,116,343,23,0,1,32,451,436,0,0,46,1,436,23,0,1,23,0
Mulomba Health Centre,201705,88,246,112,2,16,206,222,299,6,141,86,341,18,0,1,54,392,408,0,1,34,3,409,16,0,3,18,0
Mulomba Health Centre,201706,99,225,113,0,33,183,221,96,3,338,100,325,11,0,1,81,356,417,0,0,19,1,417,8,0,1,11,0
Chonde Health Centre,201704,781,260,196,0,491,373,373,321,7,909,602,561,74,0,0,92,1145,1103,0,0,134,0,1103,60,0,0,74,0
Chonde Health Centre,201705,212,308,250,0,79,266,425,466,5,299,112,580,78,0,0,77,693,639,0,0,131,0,639,53,0,0,78,0
Chonde Health Centre,201706,198,255,153,0,79,256,271,317,17,272,110,438,58,0,0,76,530,509,0,0,97,0,509,39,0,0,58,0
Chambe Health Centre,201704,143,236,121,0,57,192,251,185,13,302,96,363,41,0,0,42,458,423,0,0,77,0,423,36,0,0,41,0
Chambe Health Centre,201705,120,201,175,0,41,211,244,250,22,224,80,370,46,0,0,59,437,418,0,0,77,1,418,31,0,1,46,0
Chambe Health Centre,201706,89,168,99,0,23,177,156,182,6,168,52,288,16,0,0,4,352,327,0,0,29,0,327,13,0,0,16,0
Mpala Health Centre,201704,152,178,180,0,50,204,256,329,2,179,136,328,45,0,1,124,386,424,0,1,84,1,425,39,0,1,45,0
Mpala Health Centre,201705,172,169,263,0,62,292,250,423,4,177,179,383,40,2,0,192,412,525,0,1,77,1,526,37,0,1,40,0
Mpala Health Centre,201706,181,247,141,0,67,256,246,375,14,180,186,343,40,0,0,123,446,491,0,0,78,0,491,38,0,0,40,0
Thuchila Health Centre,201704,453,210,175,0,258,312,268,611,4,223,472,366,0,0,0,80,758,766,0,0,71,1,766,35,0,1,36,0
Thuchila Health Centre,201705,640,325,186,0,250,525,376,769,2,380,606,488,57,0,0,93,1058,1047,0,0,103,1,1094,0,0,0,57,0
Thuchila Health Centre,201706,517,288,193,0,179,502,317,503,0,495,528,430,40,0,0,65,933,930,0,0,68,0,930,28,0,0,40,0
Kambenje Health Centre,201704,124,338,138,0,29,289,282,552,7,41,74,490,30,4,2,47,553,542,0,0,56,2,542,26,0,2,30,0
Kambenje Health Centre,201705,173,374,117,2,44,277,341,485,2,177,96,531,35,2,0,72,592,594,0,0,70,0,594,35,0,0,35,0
Kambenje Health Centre,201706,192,233,145,0,20,133,417,451,6,113,82,459,27,1,1,95,475,516,0,0,53,1,516,26,0,1,27,0
Namulenga Health Centre,201704,122,143,40,1,25,103,176,86,4,215,49,233,23,0,0,69,236,256,0,0,46,3,256,23,0,3,23,0
Namulenga Health Centre,201705,171,151,37,3,30,133,193,98,7,254,64,273,21,0,1,86,273,318,0,0,39,2,318,18,0,2,21,0
Namulenga Health Centre,201706,142,155,33,6,33,121,170,82,13,235,65,244,20,1,0,85,245,286,0,0,41,3,286,21,0,3,20,0
Naphimba Health Centre,201704,189,302,82,0,137,224,212,139,2,432,164,382,26,0,1,103,470,519,0,0,52,2,519,26,0,1,26,1
Naphimba Health Centre,201705,155,144,76,0,46,166,163,212,0,163,86,267,22,0,0,137,238,333,0,0,42,0,333,20,0,0,22,0
Naphimba Health Centre,201706,94,124,47,0,18,126,121,142,0,123,51,202,12,0,0,59,206,241,0,0,24,0,241,12,0,0,12,0
Bondo Health Centre,201704,107,182,68,0,68,150,139,230,0,127,111,229,17,0,0,94,263,323,0,0,34,0,323,17,0,0,17,0
Bondo Health Centre,201705,122,204,63,0,58,148,183,262,11,116,70,302,17,0,0,64,325,355,0,0,34,0,355,17,0,0,17,0
Bondo Health Centre,201706,77,133,42,0,38,94,120,174,4,74,52,192,8,0,0,25,227,237,0,0,15,0,237,7,0,0,8,0
Chinyama Health Centre,201704,116,203,137,1,66,178,211,382,10,64,122,304,25,0,5,40,416,394,0,0,47,15,393,23,0,10,25,5
Chinyama Health Centre,201705,118,185,195,0,41,212,245,364,13,121,97,380,21,0,0,52,446,450,0,0,42,6,450,21,0,6,21,0
Chinyama Health Centre,201706,125,183,142,0,70,207,173,276,7,167,128,304,16,0,2,41,409,414,0,0,30,6,414,14,0,4,16,2
Chisitu Health Centre,201704,103,150,34,0,47,104,136,92,9,186,100,177,9,0,1,34,253,267,0,0,20,0,267,11,0,0,9,0
Chisitu Health Centre,201705,72,130,52,0,32,102,120,104,6,144,53,183,18,0,0,18,236,222,0,0,32,0,222,14,0,0,18,0
Chisitu Health Centre,201706,86,144,50,0,28,132,120,103,7,170,82,186,12,0,0,35,245,256,0,0,24,0,256,12,0,0,12,0
Dzenje Maternity,201704,47,34,34,0,16,57,42,81,0,34,22,84,8,0,1,48,67,97,0,1,16,1,98,8,0,1,8,0
Dzenje Maternity,201705,32,77,38,0,17,56,74,121,3,23,19,117,8,0,3,30,117,126,0,3,13,5,128,4,1,3,8,3
Dzenje Maternity,201706,41,87,29,0,11,62,84,112,6,39,29,116,10,0,2,31,126,136,0,1,18,2,137,10,0,0,10,0
Mimosa Dispensary,201704,111,156,112,0,55,161,163,209,31,139,104,252,22,0,1,46,333,334,0,0,42,3,334,20,0,3,22,0
Mimosa Dispensary,201705,129,213,154,1,56,201,238,338,13,145,115,348,31,0,2,67,429,433,0,0,60,3,433,29,0,3,31,0
Mimosa Dispensary,201706,148,246,138,5,73,224,230,373,22,137,161,340,30,0,1,85,447,475,0,0,55,2,475,25,0,2,30,0
Muloza Health Centre,201704,227,219,154,0,58,263,279,358,12,230,138,399,61,0,2,179,421,487,0,0,109,4,487,48,0,4,61,0
Muloza Health Centre,201705,225,273,203,0,60,335,306,469,7,225,146,483,70,0,2,167,534,578,0,0,122,1,578,52,0,1,70,0
Muloza Health Centre,201706,440,428,185,0,146,401,506,491,5,557,255,704,88,0,6,202,851,895,0,0,152,6,895,64,0,5,88,1
Minimini Dispensary,201704,35,54,0,0,6,18,65,0,2,87,23,60,6,0,0,4,85,77,0,0,12,0,77,6,0,0,6,0
Minimini Dispensary,201705,31,32,0,0,3,14,46,0,0,63,15,45,3,0,0,3,60,57,0,0,6,0,57,3,0,0,3,0
Minimini Dispensary,201706,22,32,1,0,8,7,40,1,0,54,12,42,1,0,0,4,51,54,0,0,1,0,54,0,0,0,1,0
Ruo Dispensary,201704,14,31,0,0,5,14,26,5,4,36,7,34,4,0,0,3,42,37,0,0,8,0,37,4,0,0,4,0
Ruo Dispensary,201705,15,30,0,0,8,11,26,6,3,36,8,32,5,0,0,6,39,36,0,0,9,0,36,4,0,0,5,0
Ruo Dispensary,201706,18,56,0,0,6,27,41,16,1,57,5,58,11,0,0,4,70,53,0,0,21,0,53,10,0,0,11,0
Mkomaola Health Centre,201704,94,161,45,0,52,98,150,253,6,41,100,183,16,0,1,40,260,267,0,0,32,1,266,16,0,1,16,1
Mkomaola Health Centre,201705,88,170,54,0,39,117,156,171,8,133,87,214,11,0,0,34,278,289,0,0,22,1,289,11,0,1,11,0
Mkomaola Health Centre,201706,76,147,55,0,28,95,155,212,6,60,65,202,11,0,0,52,226,255,0,0,22,1,255,11,0,1,11,0
Friends Of Mulanje (fomo),201704,11,9,0,0,1,8,11,3,0,17,3,15,1,0,1,4,16,18,0,0,2,0,18,1,0,0,1,0
Friends Of Mulanje (fomo),201705,14,23,0,1,3,15,18,6,0,31,6,24,7,0,0,4,33,24,0,0,13,0,24,6,0,0,7,0
Friends Of Mulanje (fomo),201706,27,44,0,0,22,25,24,3,0,68,23,47,1,0,0,2,69,69,0,0,2,0,69,1,0,0,1,0
Phalombe Mission Hospital Holy Family,201704,249,212,11,20,133,96,223,283,0,189,176,269,26,0,1,35,437,425,0,0,44,3,425,18,0,2,26,1
Phalombe Mission Hospital Holy Family,201705,256,265,21,30,162,93,257,306,0,236,215,298,27,0,2,42,500,488,0,0,51,3,486,26,0,3,27,0
